receptorIdentificatie;rekentoolVersie;rekenjaar;naamOverheid;naam;toetspuntSoort;grondslag;opmerking;no2Concentratie;noxSRM1;noxSRM2;no2SRM1DirecteUitstoot;no2SRM2DirecteUitstoot;no2SRMConversiebijdrage;no2AchtergrondConcentratie;no2GCN;no2HWNdubtelcorrectie;no2GCNenEigenCorrectie;o3AchtergrondConcentratie;o3GCN;o3HWNdubtelcorrectie;o3GCNenEigenCorrectie;pm10Concentratie;pm10Overschrijdingsdagen;pm10SRM1;pm10SRM2;pm10AchtergrondConcentratie;pm10GCN;pm10HWNdubtelcorrectie;pm10GCNenEigenCorrectie;pm25Concentratie;pm25SRM1;pm25SRM2;pm25AchtergrondConcentratie;pm25GCN;pm25HWNdubtelcorrectie;pm25GCNenEigenCorrectie;ecConcentratie;ecSRM1;ecSRM2;ecAchtergrondConcentratie;ecGCN;ecHWNdubtelcorrectie;ecGCNenEigenCorrectie;geometrie
34366966_1095982;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.4298;4.5444;1.0715;0.4731;0.1496;1.5252;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.0758;6.0500;0.5113;0.1114;16.4530;-999;-0.0470;0.0000;8.9489;0.1310;0.0339;8.7840;-999;-0.0140;0.0000;0.4840;0.0203;0.0057;0.4580;-999;-0.0080;0.0000;POINT(120892.093781423 485424.436227526)
34366966_1095983;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;13.2829;0.9412;1.3736;0.1368;0.2117;0.7913;12.1430;-999;-0.4970;0.0000;49.1710;-999;-999;-999;16.9028;6.0200;0.0895;0.1363;16.6770;-999;-0.0530;0.0000;7.4630;0.0235;0.0415;7.3980;-999;-0.0170;0.0000;0.3595;0.0036;0.0069;0.3490;-999;-0.0090;0.0000;POINT(117646.431147527 491089.779413509)
37161516_1095984;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;13.5368;0.0000;5.3673;0.0000;0.8098;2.1029;10.6240;-999;-1.1260;0.0000;49.8000;-999;-999;-999;13.8949;6.0000;0.0000;0.5159;13.3790;-999;-0.1210;0.0000;6.8543;0.0000;0.1573;6.6970;-999;-0.0360;0.0000;0.3712;0.0000;0.0262;0.3450;-999;-0.0200;0.0000;POINT(127114.238342248 487703.108815885)
34366966_1095985;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Apollolaan,Amsterdam;Alle;0;;13.5480;0.0181;1.4678;0.0032;0.2031;0.5436;12.7980;-999;-0.7820;0.0000;48.8100;-999;-999;-999;16.1789;6.0100;0.0033;0.1536;16.0220;-999;-0.0980;0.0000;8.5755;0.0008;0.0468;8.5280;-999;-0.0280;0.0000;0.4549;0.0001;0.0078;0.4470;-999;-0.0160;0.0000;POINT(119850.188505147 484806.168882653)
34366966_1095986;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;19.5743;6.5177;10.3949;0.7671;1.3742;5.2359;12.1970;-999;-4.3130;0.0000;48.8540;-999;-999;-999;16.5268;6.0000;0.7991;1.0837;14.6440;-999;-0.6060;0.0000;8.0904;0.2041;0.3313;7.5550;-999;-0.1520;0.0000;0.4844;0.0335;0.0559;0.3950;-999;-0.0850;0.0000;POINT(119662.059283245 483666.58823463)
34366966_1095988;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;14.4568;3.6083;1.5396;0.3025;0.2374;1.5320;12.3850;-999;-0.6250;0.0000;49.0160;-999;-999;-999;16.3629;6.0000;0.3419;0.1530;15.8680;-999;-0.0720;0.0000;7.5976;0.0880;0.0466;7.4630;-999;-0.0210;0.0000;0.3705;0.0147;0.0078;0.3480;-999;-0.0120;0.0000;POINT(117690.952781748 490822.538107788)
37161516_1095990;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;8.7164;0.0000;0.3499;0.0000;0.0530;0.1734;8.4900;-999;0.0000;0.0000;51.3500;-999;-999;-999;12.9037;6.0000;0.0000;0.0337;12.8700;-999;0.0000;0.0000;6.3192;0.0000;0.0102;6.3090;-999;0.0000;0.0000;0.3057;0.0000;0.0017;0.3040;-999;0.0000;0.0000;POINT(130103.667857282 488902.827205812)
34366966_1095991;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.3237;4.8008;0.8891;0.4752;0.1290;1.5405;13.1790;-999;-0.2410;0.0000;48.4250;-999;-999;-999;15.8764;6.0000;0.5068;0.0836;15.2860;-999;-0.0240;0.0000;7.9213;0.1311;0.0252;7.7650;-999;-0.0080;0.0000;0.4377;0.0213;0.0043;0.4120;-999;-0.0050;0.0000;POINT(121299.981234696 489067.852651283)
34366966_1095993;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.4093;3.2309;1.0376;0.3769;0.1518;1.1757;15.7050;-999;-0.1250;0.0000;47.1170;-999;-999;-999;16.5900;6.0000;0.4297;0.1043;16.0560;-999;-0.0140;0.0000;8.6373;0.1067;0.0316;8.4990;-999;-0.0040;0.0000;0.4955;0.0152;0.0053;0.4750;-999;-0.0020;0.0000;POINT(122668.378188498 486028.212586274)
34366966_1095994;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.1104;1.3462;6.1718;0.1516;1.0161;2.7367;10.2060;-999;-1.3440;0.0000;49.7510;-999;-999;-999;14.5691;6.0000;0.1822;0.6439;13.7430;-999;-0.1670;0.0000;7.1899;0.0450;0.1959;6.9490;-999;-0.0460;0.0000;0.3860;0.0066;0.0324;0.3470;-999;-0.0260;0.0000;POINT(125132.768036295 478382.248596502)
34366966_1095996;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.3834;5.5164;3.0669;0.6930;0.4938;2.5006;10.6960;-999;-4.2440;0.0000;49.5340;-999;-999;-999;15.0743;6.0000;0.8434;0.3159;13.9150;-999;-0.5950;0.0000;7.3224;0.2053;0.0961;7.0210;-999;-0.1550;0.0000;0.4111;0.0280;0.0161;0.3670;-999;-0.0870;0.0000;POINT(115206.477252468 483886.435588265)
34366966_1095998;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.9008;1.1363;1.4070;0.1549;0.2045;0.8314;14.7100;-999;-0.4900;0.0000;47.5470;-999;-999;-999;16.3594;6.0000;0.1721;0.1462;16.0410;-999;-0.0590;0.0000;8.6446;0.0421;0.0445;8.5580;-999;-0.0170;0.0000;0.4832;0.0058;0.0074;0.4700;-999;-0.0100;0.0000;POINT(122088.225860152 484621.083061591)
34366966_1095999;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.4675;4.4245;3.6434;0.6482;0.5867;2.3947;12.8380;-999;-4.2020;0.0000;48.4520;-999;-999;-999;15.3052;6.0000;0.4242;0.3750;14.5060;-999;-0.5640;0.0000;7.7266;0.1114;0.1142;7.5010;-999;-0.1420;0.0000;0.4293;0.0172;0.0191;0.3930;-999;-0.0790;0.0000;POINT(124482.399920989 483544.634357661)
34366966_1096000;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.2170;1.2959;2.2562;0.1829;0.3495;1.2276;11.4570;-999;-1.3730;0.0000;49.2780;-999;-999;-999;14.3506;6.0000;0.1761;0.2255;13.9490;-999;-0.1510;0.0000;7.2394;0.0438;0.0686;7.1270;-999;-0.0450;0.0000;0.3890;0.0066;0.0115;0.3710;-999;-0.0250;0.0000;POINT(125326.51315647 485290.855358109)
34366966_1096001;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;19.7940;13.2591;1.4612;1.3670;0.2173;3.4996;14.7100;-999;-0.4900;0.0000;47.5470;-999;-999;-999;17.4462;6.1200;1.2548;0.1505;16.0410;-999;-0.0590;0.0000;8.9396;0.3358;0.0458;8.5580;-999;-0.0170;0.0000;0.5315;0.0538;0.0077;0.4700;-999;-0.0100;0.0000;POINT(122768.779293664 484532.074014995)
37161516_1096002;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;10.1566;0.0829;0.7900;0.0108;0.1172;0.3587;9.6700;-999;-0.3200;0.0000;50.4750;-999;-999;-999;13.3333;6.0000;0.0099;0.0744;13.2490;-999;-0.0310;0.0000;6.5622;0.0025;0.0227;6.5370;-999;-0.0100;0.0000;0.3173;0.0004;0.0039;0.3130;-999;-0.0060;0.0000;POINT(128426.634600293 489914.779577033)
34366966_1096003;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.7216;2.2742;1.3298;0.2677;0.1958;1.0912;13.1670;-999;-0.2930;0.0000;48.3190;-999;-999;-999;15.5713;6.0000;0.2735;0.1278;15.1700;-999;-0.0300;0.0000;8.0095;0.0695;0.0380;7.9020;-999;-0.0090;0.0000;0.4537;0.0103;0.0063;0.4370;-999;-0.0050;0.0000;POINT(124164.259380002 487007.172764759)
34366966_1096004;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;19.4163;17.3294;1.0364;1.8350;0.1498;4.2115;13.2200;-999;-2.1200;0.0000;48.3550;-999;-999;-999;18.1168;6.3600;1.6373;0.1055;16.3740;-999;-0.3060;0.0000;8.9647;0.4397;0.0320;8.4930;-999;-0.0760;0.0000;0.5139;0.0705;0.0053;0.4380;-999;-0.0430;0.0000;POINT(118850.432292644 488699.815023028)
34366966_1096006;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.0918;5.6905;1.5013;0.7197;0.2149;1.9102;14.2470;-999;-0.5730;0.0000;47.8150;-999;-999;-999;17.3296;6.1000;0.7742;0.1564;16.3990;-999;-0.0710;0.0000;9.1233;0.1917;0.0476;8.8840;-999;-0.0200;0.0000;0.5149;0.0269;0.0080;0.4800;-999;-0.0110;0.0000;POINT(121785.43429824 484451.130267889)
37161516_1096009;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;7.5889;0.0691;0.0549;0.0083;0.0060;0.0445;7.5300;-999;0.0000;0.0000;52.2100;-999;-999;-999;12.8315;6.0000;0.0076;0.0038;12.8200;-999;0.0000;0.0000;6.2951;0.0020;0.0012;6.2920;-999;0.0000;0.0000;0.2825;0.0003;0.0002;0.2820;-999;0.0000;0.0000;POINT(132669.749431223 491934.141123013)
34366966_1096011;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L Apollolaan,Amsterdam;Alle;0;;14.8206;2.6849;1.3496;0.3705;0.1868;1.1874;13.0760;-999;-0.7340;0.0000;48.3510;-999;-999;-999;16.0457;6.0300;0.4249;0.1408;15.4800;-999;-0.0900;0.0000;8.2781;0.1033;0.0429;8.1320;-999;-0.0260;0.0000;0.4409;0.0137;0.0072;0.4200;-999;-0.0150;0.0000;POINT(120404.996245205 484877.982955932)
34366966_1096013;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.4895;2.7828;1.9221;0.3103;0.2955;1.4477;12.4360;-999;-0.9540;0.0000;48.6960;-999;-999;-999;14.6358;6.0000;0.3600;0.1888;14.0870;-999;-0.1030;0.0000;7.3643;0.0890;0.0573;7.2180;-999;-0.0310;0.0000;0.4058;0.0142;0.0096;0.3820;-999;-0.0180;0.0000;POINT(125512.151090622 486491.381574592)
37161516_1096014;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;L ,;Alle;0;;7.9545;0.0000;0.1033;0.0000;0.0130;0.0515;7.8900;-999;0.0000;0.0000;51.8800;-999;-999;-999;12.7384;6.0000;0.0000;0.0084;12.7300;-999;0.0000;0.0000;6.2064;0.0000;0.0024;6.2040;-999;0.0000;0.0000;0.2895;0.0000;0.0005;0.2890;-999;0.0000;0.0000;POINT(131179.168516219 490802.872287563)
34366966_1096015;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;14.1656;1.9886;3.7872;0.2311;0.6023;1.9993;11.3330;-999;-0.9870;0.0000;49.7350;-999;-999;-999;15.4519;6.0000;0.2607;0.3952;14.7960;-999;-0.1240;0.0000;7.7437;0.0654;0.1203;7.5580;-999;-0.0360;0.0000;0.4251;0.0100;0.0202;0.3950;-999;-0.0200;0.0000;POINT(116821.496098563 484016.42421115)
34366966_1096016;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;20.5381;7.0054;1.6138;0.7194;0.2214;2.2103;17.3870;-999;-0.0430;0.0000;46.3780;-999;-999;-999;16.6331;6.0000;0.7825;0.1446;15.7060;-999;-0.0040;0.0000;8.3665;0.1999;0.0427;8.1240;-999;-0.0020;0.0000;0.5192;0.0306;0.0076;0.4810;-999;-0.0010;0.0000;POINT(122477.687979791 487839.317242872)
34366966_1096017;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.5749;2.7306;0.8829;0.2699;0.1272;1.0657;12.1120;-999;-0.3580;0.0000;49.4410;-999;-999;-999;15.9190;6.0000;0.3157;0.0813;15.5220;-999;-0.0380;0.0000;7.2618;0.0790;0.0248;7.1580;-999;-0.0120;0.0000;0.3600;0.0118;0.0042;0.3440;-999;-0.0070;0.0000;POINT(114665.762361683 490411.398140541)
34366966_1096018;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5829;5.7706;1.2292;0.7026;0.1849;1.8374;13.8580;-999;-0.3720;0.0000;47.9610;-999;-999;-999;16.6030;6.0000;0.6028;0.1222;15.8780;-999;-0.0420;0.0000;8.6700;0.1630;0.0370;8.4700;-999;-0.0130;0.0000;0.4923;0.0281;0.0062;0.4580;-999;-0.0070;0.0000;POINT(123763.84586164 485968.746412335)
34366966_1096019;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.1416;1.6424;1.4940;0.2354;0.2175;0.9788;14.7100;-999;-0.4900;0.0000;47.5470;-999;-999;-999;16.4210;6.0000;0.2247;0.1553;16.0410;-999;-0.0590;0.0000;8.6603;0.0550;0.0473;8.5580;-999;-0.0170;0.0000;0.4856;0.0077;0.0079;0.4700;-999;-0.0100;0.0000;POINT(122151.230771273 484469.318936499)
37161516_1096021;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;7.9528;0.0000;0.0915;0.0000;0.0114;0.0514;7.8900;-999;0.0000;0.0000;51.8800;-999;-999;-999;12.7373;6.0000;0.0000;0.0073;12.7300;-999;0.0000;0.0000;6.2061;0.0000;0.0021;6.2040;-999;0.0000;0.0000;0.2894;0.0000;0.0004;0.2890;-999;0.0000;0.0000;POINT(131199.539455853 490786.71602505)
34366966_1096022;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Geen;1;Geen significante blootstelling ligging op of dicht bij snelweg;25.7190;6.2428;25.4323;0.6662;3.3138;9.5950;12.1440;-999;-4.6960;0.0000;48.7500;-999;-999;-999;17.6458;6.1800;0.6445;2.6343;14.3670;-999;-0.6730;0.0000;8.3209;0.1700;0.8049;7.3460;-999;-0.1700;0.0000;0.5375;0.0280;0.1355;0.3740;-999;-0.0950;0.0000;POINT(118941.829595808 483434.359459161)
34366966_1096025;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.4173;1.9915;2.9736;0.2412;0.4824;1.6876;10.0060;-999;-0.6540;0.0000;49.9080;-999;-999;-999;14.9799;6.0000;0.2933;0.3046;14.3820;-999;-0.0780;0.0000;7.6844;0.0718;0.0926;7.5200;-999;-0.0230;0.0000;0.4023;0.0100;0.0153;0.3770;-999;-0.0130;0.0000;POINT(126059.500615522 478034.401631365)
34366966_1096027;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.2952;2.7825;1.1567;0.3175;0.1746;1.1551;12.6480;-999;-0.3820;0.0000;48.7360;-999;-999;-999;15.5519;6.0000;0.3286;0.1113;15.1120;-999;-0.0380;0.0000;7.5861;0.0844;0.0338;7.4680;-999;-0.0130;0.0000;0.4054;0.0137;0.0057;0.3860;-999;-0.0070;0.0000;POINT(121420.069983922 490838.521355156)
37161516_1096029;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;11.6269;0.0000;1.7064;0.0000;0.2600;0.7429;10.6240;-999;-1.1260;0.0000;49.8000;-999;-999;-999;13.5444;6.0000;0.0000;0.1654;13.3790;-999;-0.1210;0.0000;6.7476;0.0000;0.0506;6.6970;-999;-0.0360;0.0000;0.3536;0.0000;0.0086;0.3450;-999;-0.0200;0.0000;POINT(127940.14332341 487828.834512812)
34366966_1096036;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R Van Hallstraat,Amsterdam;Alle;0;;14.6590;3.2933;0.7627;0.4145;0.1121;1.1113;13.0210;-999;-0.3390;0.0000;48.5340;-999;-999;-999;16.6689;6.0000;0.4544;0.0765;16.1380;-999;-0.0420;0.0000;8.4345;0.1133;0.0232;8.2980;-999;-0.0120;0.0000;0.4529;0.0181;0.0039;0.4310;-999;-0.0070;0.0000;POINT(119791.931640565 488556.05041709)
34366966_1096037;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;12.6175;1.9668;2.4546;0.2348;0.3938;1.4808;10.5080;-999;-0.8620;0.0000;49.7990;-999;-999;-999;14.4865;6.0000;0.2846;0.2498;13.9520;-999;-0.0980;0.0000;7.2905;0.0697;0.0758;7.1450;-999;-0.0290;0.0000;0.3744;0.0097;0.0128;0.3520;-999;-0.0160;0.0000;POINT(127725.269186921 482358.818499846)
34366966_1096038;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;18.4515;10.3674;4.1504;1.1556;0.5627;3.8551;12.8780;-999;-3.1520;0.0000;48.3170;-999;-999;-999;16.5102;6.0000;1.0019;0.4333;15.0750;-999;-0.4350;0.0000;8.2923;0.2670;0.1323;7.8930;-999;-0.1100;0.0000;0.4792;0.0419;0.0222;0.4150;-999;-0.0610;0.0000;POINT(121289.195128396 483546.85649951)
37161516_1096040;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;9.5884;0.0000;0.1811;0.0000;0.0250;0.0934;9.4700;-999;0.0000;0.0000;50.6000;-999;-999;-999;13.0159;6.0000;0.0000;0.0159;13.0000;-999;0.0000;0.0000;6.4148;0.0000;0.0048;6.4100;-999;0.0000;0.0000;0.2968;0.0000;0.0008;0.2960;-999;0.0000;0.0000;POINT(130963.585959502 490597.099917474)
37161516_1096041;2021-rbl_20210416_b450dd4f12;2030;Hoogheemraadschap Hollands Noorderkwartier;R ,;Alle;0;;10.0023;0.0000;0.4708;0.0000;0.0691;0.2212;9.7120;-999;-0.1080;0.0000;50.4200;-999;-999;-999;13.2040;6.0000;0.0000;0.0440;13.1600;-999;-0.0100;0.0000;6.5293;0.0000;0.0133;6.5160;-999;-0.0040;0.0000;0.3033;0.0000;0.0023;0.3010;-999;-0.0020;0.0000;POINT(129496.395791151 490070.349282806)
34366966_1096042;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.1115;5.2418;2.5407;0.6666;0.3498;2.2171;12.8780;-999;-3.1520;0.0000;48.3170;-999;-999;-999;16.0113;6.0300;0.6710;0.2653;15.0750;-999;-0.4350;0.0000;8.1434;0.1695;0.0809;7.8930;-999;-0.1100;0.0000;0.4541;0.0255;0.0136;0.4150;-999;-0.0610;0.0000;POINT(121407.723567158 483778.286644342)
34366966_1096043;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.2594;11.4560;0.7945;1.1260;0.1175;2.9949;13.0210;-999;-0.3390;0.0000;48.5340;-999;-999;-999;17.3724;6.1000;1.1552;0.0793;16.1380;-999;-0.0420;0.0000;8.6263;0.3043;0.0240;8.2980;-999;-0.0120;0.0000;0.4858;0.0508;0.0040;0.4310;-999;-0.0070;0.0000;POINT(119713.002492242 488749.347971288)
34366966_1096044;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;17.2671;11.4560;0.8105;1.1260;0.1198;3.0003;13.0210;-999;-0.3390;0.0000;48.5340;-999;-999;-999;17.3742;6.1100;1.1552;0.0811;16.1380;-999;-0.0420;0.0000;8.6269;0.3043;0.0246;8.2980;-999;-0.0120;0.0000;0.4859;0.0508;0.0041;0.4310;-999;-0.0070;0.0000;POINT(119621.502492242 488747.847971288)
34366966_1096045;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;14.3197;4.8913;1.8449;0.5958;0.2687;1.9322;11.5230;-999;-0.8170;0.0000;49.5530;-999;-999;-999;16.0202;6.0300;0.6967;0.1915;15.1320;-999;-0.0980;0.0000;8.1686;0.1713;0.0583;7.9390;-999;-0.0280;0.0000;0.4455;0.0237;0.0098;0.4120;-999;-0.0160;0.0000;POINT(120007.743434265 482323.699265339)
34366966_1096049;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.8846;1.6966;1.7796;0.2088;0.2650;1.1377;12.2730;-999;-1.0670;0.0000;48.8570;-999;-999;-999;15.2211;6.0000;0.2268;0.1683;14.8260;-999;-0.1240;0.0000;7.6682;0.0569;0.0513;7.5600;-999;-0.0330;0.0000;0.4191;0.0094;0.0087;0.4010;-999;-0.0180;0.0000;POINT(124740.230305053 490277.486669163)
34366966_1096050;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.9712;3.5418;2.5685;0.4606;0.4009;1.8818;11.2280;-999;-1.1220;0.0000;49.6210;-999;-999;-999;15.8542;6.0000;0.5572;0.2530;15.0440;-999;-0.1360;0.0000;7.7213;0.1353;0.0770;7.5090;-999;-0.0360;0.0000;0.4098;0.0189;0.0129;0.3780;-999;-0.0200;0.0000;POINT(121319.253040675 492706.037219756)
34366966_1096052;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.5825;4.7163;1.2129;0.5224;0.1686;1.6095;14.2820;-999;-0.3880;0.0000;47.7930;-999;-999;-999;17.0668;6.0500;0.4874;0.1265;16.4530;-999;-0.0470;0.0000;8.9490;0.1266;0.0385;8.7840;-999;-0.0140;0.0000;0.4836;0.0191;0.0064;0.4580;-999;-0.0080;0.0000;POINT(120571.837544873 485114.021292307)
34366966_1096053;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;16.3357;2.3726;4.0890;0.2656;0.6043;2.1667;13.2990;-999;-0.7010;0.0000;48.4550;-999;-999;-999;17.1021;6.0500;0.2946;0.4455;16.3620;-999;-0.0880;0.0000;8.9467;0.0744;0.1343;8.7380;-999;-0.0260;0.0000;0.4989;0.0113;0.0216;0.4660;-999;-0.0140;0.0000;POINT(118000.529200051 485013.859021891)
34366966_1096054;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;15.1277;7.8762;1.8615;0.8362;0.2719;2.6417;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;16.0074;6.0300;0.9057;0.1927;14.9090;-999;-0.0910;0.0000;8.0257;0.2310;0.0587;7.7360;-999;-0.0270;0.0000;0.4413;0.0354;0.0098;0.3960;-999;-0.0150;0.0000;POINT(119642.599999905 482271.5)
34366966_1096056;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;15.0205;7.5572;1.8565;0.8023;0.2711;2.5691;11.3780;-999;-0.7720;0.0000;49.7090;-999;-999;-999;15.9702;6.0000;0.8690;0.1922;14.9090;-999;-0.0910;0.0000;8.0162;0.2217;0.0585;7.7360;-999;-0.0270;0.0000;0.4398;0.0340;0.0098;0.3960;-999;-0.0150;0.0000;POINT(119691.099999905 482272.5)
34366966_1096057;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;13.3196;2.6757;2.3088;0.3140;0.3333;1.5973;11.0750;-999;-3.4550;0.0000;49.3820;-999;-999;-999;14.7195;6.0000;0.3705;0.2410;14.1080;-999;-0.4620;0.0000;7.4308;0.0913;0.0734;7.2660;-999;-0.1210;0.0000;0.3948;0.0135;0.0123;0.3690;-999;-0.0680;0.0000;POINT(121134.099999905 482376.3)
34366966_1096059;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.5763;2.7416;2.4796;0.2749;0.3873;1.6861;11.2280;-999;-1.1220;0.0000;49.6210;-999;-999;-999;15.6096;6.0000;0.3211;0.2445;15.0440;-999;-0.1360;0.0000;7.6640;0.0806;0.0744;7.5090;-999;-0.0360;0.0000;0.4033;0.0129;0.0125;0.3780;-999;-0.0200;0.0000;POINT(121239.169629663 492671.83111355)
34366966_1096061;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;21.7132;15.8907;1.1403;1.8699;0.1673;3.8190;15.8570;-999;-0.2830;0.0000;47.0280;-999;-999;-999;18.2167;6.4000;1.7132;0.1164;16.3870;-999;-0.0330;0.0000;9.2359;0.4405;0.0354;8.7600;-999;-0.0100;0.0000;0.5632;0.0653;0.0059;0.4920;-999;-0.0060;0.0000;POINT(122555.35732615 485437.357212931)
34366966_1096065;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;16.7146;7.1250;0.7227;0.7627;0.1060;1.9869;13.8590;-999;-0.1710;0.0000;48.0950;-999;-999;-999;17.9327;6.2800;0.8320;0.0707;17.0300;-999;-0.0200;0.0000;9.2987;0.2113;0.0214;9.0660;-999;-0.0060;0.0000;0.5346;0.0320;0.0036;0.4990;-999;-0.0030;0.0000;POINT(120541.51741669 488537.998126261)
34366966_1096067;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.4062;1.4276;1.2141;0.1628;0.1839;0.8545;12.2050;-999;-0.4550;0.0000;48.9950;-999;-999;-999;15.6387;6.0000;0.1715;0.1171;15.3500;-999;-0.0500;0.0000;7.7004;0.0438;0.0356;7.6210;-999;-0.0150;0.0000;0.4041;0.0071;0.0060;0.3910;-999;-0.0080;0.0000;POINT(121352.298871815 491001.497213577)
34366966_1096068;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;L ,;Alle;0;;20.3222;16.9571;0.9416;1.8157;0.1386;4.0549;14.3130;-999;-0.1770;0.0000;47.7490;-999;-999;-999;17.3472;6.1000;1.9662;0.0890;15.2920;-999;-0.0180;0.0000;8.4995;0.4998;0.0267;7.9730;-999;-0.0060;0.0000;0.5267;0.0752;0.0045;0.4470;-999;-0.0030;0.0000;POINT(123650.995066464 487617.434389604)
34366966_1096069;2021-rbl_20210416_b450dd4f12;2030;Gemeente Amsterdam;R ,;Alle;0;;13.1584;2.5070;2.1106;0.2963;0.3093;1.4778;11.0750;-999;-3.4550;0.0000;49.3820;-999;-999;-999;14.6779;6.0000;0.3498;0.2201;14.1080;-999;-0.4620;0.0000;7.4192;0.0862;0.0670;7.2660;-999;-0.1210;0.0000;0.3929;0.0127;0.0112;0.3690;-999;-0.0680;0.0000;POINT(121084.456582896 482164.164483201)
